"縣市","鄉鎮區","統計期","類別","基地臺"
"嘉義縣","嘉義縣朴子市","1060731","4G","115"
"嘉義縣","嘉義縣竹崎鄉","1060731","3G","42"
"嘉義縣","嘉義縣竹崎鄉","1060731","4G","62"
"嘉義縣","嘉義縣東石鄉","1060731","3G","31"
"嘉義縣","嘉義縣東石鄉","1060731","4G","39"
"嘉義縣","嘉義縣阿里山鄉","1060731","3G","39"
"嘉義縣","嘉義縣阿里山鄉","1060731","4G","59"
"嘉義縣","嘉義縣梅山鄉","1060731","3G","33"
"嘉義縣","嘉義縣梅山鄉","1060731","4G","44"
"嘉義縣","嘉義縣鹿草鄉","1060731","3G","20"
"嘉義縣","嘉義縣鹿草鄉","1060731","4G","23"
"嘉義縣","嘉義縣番路鄉","1060731","3G","29"
"嘉義縣","嘉義縣番路鄉","1060731","4G","50"
"嘉義縣","嘉義縣新港鄉","1060731","3G","52"
"嘉義縣","嘉義縣新港鄉","1060731","4G","71"
"嘉義縣","嘉義縣溪口鄉","1060731","3G","26"
"嘉義縣","嘉義縣溪口鄉","1060731","4G","30"
"嘉義縣","嘉義縣義竹鄉","1060731","3G","42"
"嘉義縣","嘉義縣義竹鄉","1060731","4G","46"
"彰化縣","彰化縣二水鄉","1060731","3G","35"
"彰化縣","彰化縣二水鄉","1060731","4G","43"
"彰化縣","彰化縣二林鎮","1060731","3G","99"
"彰化縣","彰化縣二林鎮","1060731","4G","131"
"彰化縣","彰化縣大村鄉","1060731","3G","75"
"彰化縣","彰化縣大村鄉","1060731","4G","103"
"彰化縣","彰化縣大城鄉","1060731","3G","28"
"彰化縣","彰化縣大城鄉","1060731","4G","42"
"彰化縣","彰化縣北斗鎮","1060731","3G","55"
"彰化縣","彰化縣北斗鎮","1060731","4G","68"
"彰化縣","彰化縣永靖鄉","1060731","3G","47"
"彰化縣","彰化縣永靖鄉","1060731","4G","61"
"彰化縣","彰化縣田中鎮","1060731","3G","72"
"彰化縣","彰化縣田中鎮","1060731","4G","98"
"彰化縣","彰化縣田尾鄉","1060731","3G","50"
"彰化縣","彰化縣田尾鄉","1060731","4G","66"
"彰化縣","彰化縣竹塘鄉","1060731","3G","22"
"彰化縣","彰化縣竹塘鄉","1060731","4G","27"
"彰化縣","彰化縣伸港鄉","1060731","3G","50"
"彰化縣","彰化縣伸港鄉","1060731","4G","62"
"彰化縣","彰化縣秀水鄉","1060731","3G","55"
"彰化縣","彰化縣秀水鄉","1060731","4G","66"
"彰化縣","彰化縣和美鎮","1060731","3G","145"
"彰化縣","彰化縣和美鎮","1060731","4G","178"
"彰化縣","彰化縣社頭鄉","1060731","3G","55"
"彰化縣","彰化縣社頭鄉","1060731","4G","82"
"彰化縣","彰化縣芳苑鄉","1060731","3G","74"
"彰化縣","彰化縣芳苑鄉","1060731","4G","104"
"彰化縣","彰化縣花壇鄉","1060731","3G","80"
"彰化縣","彰化縣花壇鄉","1060731","4G","112"
"彰化縣","彰化縣芬園鄉","1060731","3G","36"
"彰化縣","彰化縣芬園鄉","1060731","4G","45"
"彰化縣","彰化縣員林市","1060731","3G","194"
"彰化縣","彰化縣員林市","1060731","4G","258"
"彰化縣","彰化縣埔心鄉","1060731","3G","52"
"彰化縣","彰化縣埔心鄉","1060731","4G","58"
"彰化縣","彰化縣埔鹽鄉","1060731","3G","49"
"彰化縣","彰化縣埔鹽鄉","1060731","4G","66"
"彰化縣","彰化縣埤頭鄉","1060731","3G","46"
"彰化縣","彰化縣埤頭鄉","1060731","4G","67"
"彰化縣","彰化縣鹿港鎮","1060731","3G","141"
"彰化縣","彰化縣鹿港鎮","1060731","4G","191"
"彰化縣","彰化縣溪州鄉","1060731","3G","57"
"彰化縣","彰化縣溪州鄉","1060731","4G","78"
"彰化縣","彰化縣溪湖鎮","1060731","3G","79"
"彰化縣","彰化縣溪湖鎮","1060731","4G","101"
"彰化縣","彰化縣彰化市","1060731","3G","429"
"彰化縣","彰化縣彰化市","1060731","4G","547"
"彰化縣","彰化縣福興鄉","1060731","3G","66"
"彰化縣","彰化縣福興鄉","1060731","4G","85"
"彰化縣","彰化縣線西鄉","1060731","3G","35"
"彰化縣","彰化縣線西鄉","1060731","4G","39"
"臺中市","臺中市大甲區","1060731","3G","152"
"臺中市","臺中市大甲區","1060731","4G","167"
"臺中市","臺中市大安區","1060731","3G","29"
"臺中市","臺中市大安區","1060731","4G","37"
"臺中市","臺中市大肚區","1060731","3G","87"
"臺中市","臺中市大肚區","1060731","4G","123"
"臺中市","臺中市大里區","1060731","3G","291"
"臺中市","臺中市大里區","1060731","4G","378"
"臺中市","臺中市大雅區","1060731","3G","229"
"臺中市","臺中市大雅區","1060731","4G","263"
"臺中市","臺中市中區","1060731","3G","71"
"臺中市","臺中市中區","1060731","4G","90"
"臺中市","臺中市太平區","1060731","3G","334"
"臺中市","臺中市太平區","1060731","4G","439"
"臺中市","臺中市北屯區","1060731","3G","473"
"臺中市","臺中市北屯區","1060731","4G","621"
"臺中市","臺中市北區","1060731","3G","317"
"臺中市","臺中市北區","1060731","4G","407"
"臺中市","臺中市外埔區","1060731","3G","59"
"臺中市","臺中市外埔區","1060731","4G","73"
"臺中市","臺中市石岡區","1060731","3G","32"
"臺中市","臺中市石岡區","1060731","4G","36"
"臺中市","臺中市后里區","1060731","3G","195"
"臺中市","臺中市后里區","1060731","4G","204"
"臺中市","臺中市西屯區","1060731","3G","816"
"臺中市","臺中市西屯區","1060731","4G","921"
"臺中市","臺中市西區","1060731","3G","260"
"臺中市","臺中市西區","1060731","4G","321"
"臺中市","臺中市沙鹿區","1060731","3G","197"
"臺中市","臺中市沙鹿區","1060731","4G","237"
"臺中市","臺中市和平區","1060731","3G","120"
"臺中市","臺中市和平區","1060731","4G","140"
"臺中市","臺中市東區","1060731","3G","147"
"臺中市","臺中市東區","1060731","4G","213"
"臺中市","臺中市東勢區","1060731","3G","106"
"臺中市","臺中市東勢區","1060731","4G","121"
"臺中市","臺中市南屯區","1060731","3G","400"
"臺中市","臺中市南屯區","1060731","4G","509"
"臺中市","臺中市南區","1060731","3G","190"
"臺中市","臺中市南區","1060731","4G","252"
"臺中市","臺中市烏日區","1060731","3G","161"
"臺中市","臺中市烏日區","1060731","4G","239"
"臺中市","臺中市神岡區","1060731","3G","142"
"臺中市","臺中市神岡區","1060731","4G","197"
"臺中市","臺中市梧棲區","1060731","3G","124"
"臺中市","臺中市梧棲區","1060731","4G","128"
"臺中市","臺中市清水區","1060731","3G","162"
"臺中市","臺中市清水區","1060731","4G","195"
"臺中市","臺中市新社區","1060731","3G","88"
"臺中市","臺中市新社區","1060731","4G","100"
"臺中市","臺中市潭子區","1060731","3G","202"
"臺中市","臺中市潭子區","1060731","4G","248"
"臺中市","臺中市龍井區","1060731","3G","153"
"臺中市","臺中市龍井區","1060731","4G","203"
"臺中市","臺中市豐原區","1060731","3G","294"
"臺中市","臺中市豐原區","1060731","4G","379"
"臺中市","臺中市霧峰區","1060731","3G","181"
"臺中市","臺中市霧峰區","1060731","4G","249"
"臺北市","臺北市士林區","1060731","3G","416"
"臺北市","臺北市士林區","1060731","4G","722"
"臺北市","臺北市大同區","1060731","3G","220"
"臺北市","臺北市大同區","1060731","4G","353"
"臺北市","臺北市大安區","1060731","3G","473"
"臺北市","臺北市大安區","1060731","4G","732"
"臺北市","臺北市中山區","1060731","3G","588"
"臺北市","臺北市中山區","1060731","4G","904"
"臺北市","臺北市中正區","1060731","3G","422"
"臺北市","臺北市中正區","1060731","4G","694"
"臺北市","臺北市內湖區","1060731","3G","488"
"臺北市","臺北市內湖區","1060731","4G","682"
"臺北市","臺北市文山區","1060731","3G","266"
"臺北市","臺北市文山區","1060731","4G","455"
"臺北市","臺北市北投區","1060731","3G","289"
"臺北市","臺北市北投區","1060731","4G","488"
"臺北市","臺北市松山區","1060731","3G","372"
"臺北市","臺北市松山區","1060731","4G","495"
"臺北市","臺北市信義區","1060731","3G","562"
"臺北市","臺北市信義區","1060731","4G","599"
"臺北市","臺北市南港區","1060731","3G","219"
"臺北市","臺北市南港區","1060731","4G","363"
"臺北市","臺北市萬華區","1060731","3G","229"
"臺北市","臺北市萬華區","1060731","4G","350"
"臺東縣","臺東縣大武鄉","1060731","3G","30"
"臺東縣","臺東縣大武鄉","1060731","4G","34"
"臺東縣","臺東縣太麻里鄉","1060731","3G","33"
"臺東縣","臺東縣太麻里鄉","1060731","4G","40"
"臺東縣","臺東縣成功鎮","1060731","3G","38"
"臺東縣","臺東縣成功鎮","1060731","4G","45"
"臺東縣","臺東縣池上鄉","1060731","3G","19"
"臺東縣","臺東縣池上鄉","1060731","4G","23"
"臺東縣","臺東縣卑南鄉","1060731","3G","72"
"臺東縣","臺東縣卑南鄉","1060731","4G","87"
"臺東縣","臺東縣延平鄉","1060731","3G","9"
"臺東縣","臺東縣延平鄉","1060731","4G","13"
"臺東縣","臺東縣東河鄉","1060731","3G","35"
"臺東縣","臺東縣東河鄉","1060731","4G","49"
"臺東縣","臺東縣金峰鄉","1060731","3G","10"
"臺東縣","臺東縣金峰鄉","1060731","4G","11"
"臺東縣","臺東縣長濱鄉","1060731","3G","39"
"臺東縣","臺東縣長濱鄉","1060731","4G","45"
"臺東縣","臺東縣海端鄉","1060731","3G","11"
"臺東縣","臺東縣海端鄉","1060731","4G","22"
"臺東縣","臺東縣鹿野鄉","1060731","3G","36"
"臺東縣","臺東縣鹿野鄉","1060731","4G","50"
"臺東縣","臺東縣達仁鄉","1060731","3G","22"
"臺東縣","臺東縣達仁鄉","1060731","4G","28"
"臺東縣","臺東縣綠島鄉","1060731","3G","22"
"臺東縣","臺東縣綠島鄉","1060731","4G","22"
"臺東縣","臺東縣臺東市","1060731","3G","244"
"臺東縣","臺東縣臺東市","1060731","4G","291"
"臺東縣","臺東縣關山鄉","1060731","3G","4"
"臺東縣","臺東縣關山鎮","1060731","3G","15"
"臺東縣","臺東縣關山鎮","1060731","4G","22"
"臺東縣","臺東縣蘭嶼鄉","1060731","3G","14"
"臺東縣","臺東縣蘭嶼鄉","1060731","4G","18"
"臺南市","臺南市七股區","1060731","3G","25"
"臺南市","臺南市七股區","1060731","4G","28"
"臺南市","臺南市下營區","1060731","3G","24"
"臺南市","臺南市下營區","1060731","4G","34"
"臺南市","臺南市大內區","1060731","3G","29"
"臺南市","臺南市大內區","1060731","4G","48"
"臺南市","臺南市山上區","1060731","3G","11"
"臺南市","臺南市山上區","1060731","4G","16"
"臺南市","臺南市中西區","1060731","3G","186"
"臺南市","臺南市中西區","1060731","4G","256"
"臺南市","臺南市中區","1060731","4G","1"
"臺南市","臺南市仁德區","1060731","3G","157"
"臺南市","臺南市仁德區","1060731","4G","225"
"臺南市","臺南市六甲區","1060731","3G","28"
"臺南市","臺南市六甲區","1060731","4G","46"
"臺南市","臺南市北門區","1060731","3G","19"
"臺南市","臺南市北門區","1060731","4G","22"
"臺南市","臺南市北區","1060731","3G","138"
"臺南市","臺南市北區","1060731","4G","186"
"臺南市","臺南市左鎮區","1060731","3G","21"
"臺南市","臺南市左鎮區","1060731","4G","29"
"臺南市","臺南市永康區","1060731","3G","322"
"臺南市","臺南市永康區","1060731","4G","490"
"臺南市","臺南市玉井區","1060731","3G","34"
"臺南市","臺南市玉井區","1060731","4G","43"
"臺南市","臺南市白河區","1060731","3G","63"
"臺南市","臺南市白河區","1060731","4G","90"
"臺南市","臺南市安平區","1060731","3G","89"
"臺南市","臺南市安平區","1060731","4G","132"
"臺南市","臺南市安定區","1060731","3G","32"
"臺南市","臺南市安定區","1060731","4G","53"
"臺南市","臺南市安南區","1060731","3G","214"
"臺南市","臺南市安南區","1060731","4G","290"
"臺南市","臺南市西港區","1060731","3G","31"
"臺南市","臺南市西港區","1060731","4G","46"
"臺南市","臺南市佳里區","1060731","3G","50"
"臺南市","臺南市佳里區","1060731","4G","68"
"臺南市","臺南市官田區","1060731","3G","66"
"臺南市","臺南市官田區","1060731","4G","84"
"臺南市","臺南市東山區","1060731","3G","31"
"臺南市","臺南市東山區","1060731","4G","48"
"臺南市","臺南市東區","1060731","3G","223"
"臺南市","臺南市東區","1060731","4G","309"
"臺南市","臺南市南化區","1060731","3G","27"
"臺南市","臺南市南化區","1060731","4G","43"
"臺南市","臺南市南區","1060731","3G","122"
"臺南市","臺南市南區","1060731","4G","189"
"臺南市","臺南市後壁區","1060731","3G","49"
"臺南市","臺南市後壁區","1060731","4G","59"
"臺南市","臺南市柳營區","1060731","3G","51"
"臺南市","臺南市柳營區","1060731","4G","77"
"臺南市","臺南市將軍區","1060731","3G","23"
"臺南市","臺南市將軍區","1060731","4G","28"
"臺南市","臺南市麻豆區","1060731","3G","71"
"臺南市","臺南市麻豆區","1060731","4G","90"
"臺南市","臺南市善化區","1060731","3G","114"
"臺南市","臺南市善化區","1060731","4G","127"
"臺南市","臺南市新化區","1060731","3G","53"
"臺南市","臺南市新化區","1060731","4G","82"
"臺南市","臺南市新市區","1060731","3G","127"
"臺南市","臺南市新市區","1060731","4G","154"
"臺南市","臺南市新營區","1060731","3G","120"
"臺南市","臺南市新營區","1060731","4G","173"
"臺南市","臺南市楠西區","1060731","3G","21"
"臺南市","臺南市楠西區","1060731","4G","40"
"臺南市","臺南市學甲區","1060731","3G","34"
"臺南市","臺南市學甲區","1060731","4G","37"
"臺南市","臺南市龍崎區","1060731","3G","14"
"臺南市","臺南市龍崎區","1060731","4G","22"
"臺南市","臺南市歸仁區","1060731","3G","73"
"臺南市","臺南市歸仁區","1060731","4G","105"
"臺南市","臺南市關廟區","1060731","3G","57"
"臺南市","臺南市關廟區","1060731","4G","85"
"臺南市","臺南市鹽水區","1060731","3G","41"
"臺南市","臺南市鹽水區","1060731","4G","49"
"澎湖縣","澎湖縣七美鄉","1060731","3G","10"
"澎湖縣","澎湖縣七美鄉","1060731","4G","11"
"澎湖縣","澎湖縣白沙鄉","1060731","3G","18"
"澎湖縣","澎湖縣白沙鄉","1060731","4G","25"
"澎湖縣","澎湖縣白沙鎮","1060731","4G","1"
"澎湖縣","澎湖縣西嶼鄉","1060731","3G","30"
"澎湖縣","澎湖縣西嶼鄉","1060731","4G","30"
"澎湖縣","澎湖縣馬公市","1060731","3G","135"
"澎湖縣","澎湖縣馬公市","1060731","4G","158"
"澎湖縣","澎湖縣望安鄉","1060731","3G","7"
"澎湖縣","澎湖縣望安鄉","1060731","4G","12"
"澎湖縣","澎湖縣湖西鄉","1060731","3G","42"
"澎湖縣","澎湖縣湖西鄉","1060731","4G","46"
"宜蘭縣","宜蘭縣三星鄉","1060630","2G","5"
"宜蘭縣","宜蘭縣三星鄉","1060630","3G","40"
"宜蘭縣","宜蘭縣三星鄉","1060630","4G","56"
"宜蘭縣","宜蘭縣大同鄉","1060630","2G","17"
"宜蘭縣","宜蘭縣大同鄉","1060630","3G","60"
"宜蘭縣","宜蘭縣大同鄉","1060630","4G","89"
"宜蘭縣","宜蘭縣五結鄉","1060630","2G","12"
"宜蘭縣","宜蘭縣五結鄉","1060630","3G","68"
"宜蘭縣","宜蘭縣五結鄉","1060630","4G","83"
"宜蘭縣","宜蘭縣冬山鄉","1060630","2G","14"
"宜蘭縣","宜蘭縣冬山鄉","1060630","3G","100"
"宜蘭縣","宜蘭縣冬山鄉","1060630","4G","128"
"宜蘭縣","宜蘭縣壯圍鄉","1060630","2G","12"
"宜蘭縣","宜蘭縣壯圍鄉","1060630","3G","44"
"宜蘭縣","宜蘭縣壯圍鄉","1060630","4G","52"
"宜蘭縣","宜蘭縣宜蘭市","1060630","2G","32"
"宜蘭縣","宜蘭縣宜蘭市","1060630","3G","144"
"宜蘭縣","宜蘭縣宜蘭市","1060630","4G","190"
"宜蘭縣","宜蘭縣南澳鄉","1060630","2G","13"
"宜蘭縣","宜蘭縣南澳鄉","1060630","3G","44"
"宜蘭縣","宜蘭縣南澳鄉","1060630","4G","51"
"宜蘭縣","宜蘭縣員山鄉","1060630","2G","15"
"宜蘭縣","宜蘭縣員山鄉","1060630","3G","75"
"宜蘭縣","宜蘭縣員山鄉","1060630","4G","94"
"宜蘭縣","宜蘭縣頭城鎮","1060630","2G","18"
"宜蘭縣","宜蘭縣頭城鎮","1060630","3G","100"
"宜蘭縣","宜蘭縣頭城鎮","1060630","4G","123"
"宜蘭縣","宜蘭縣礁溪鄉","1060630","2G","18"
"宜蘭縣","宜蘭縣礁溪鄉","1060630","3G","107"
"宜蘭縣","宜蘭縣礁溪鄉","1060630","4G","131"
"宜蘭縣","宜蘭縣羅東鎮","1060630","2G","24"
"宜蘭縣","宜蘭縣羅東鎮","1060630","3G","101"
"宜蘭縣","宜蘭縣羅東鎮","1060630","4G","135"
"宜蘭縣","宜蘭縣蘇澳鎮","1060630","2G","29"
"宜蘭縣","宜蘭縣蘇澳鎮","1060630","3G","123"
"宜蘭縣","宜蘭縣蘇澳鎮","1060630","4G","156"
"花蓮縣","花蓮縣玉里鎮","1060630","2G","9"
"花蓮縣","花蓮縣玉里鎮","1060630","3G","69"
"花蓮縣","花蓮縣玉里鎮","1060630","4G","80"
"花蓮縣","花蓮縣光復鄉","1060630","2G","8"
"花蓮縣","花蓮縣光復鄉","1060630","3G","33"
"花蓮縣","花蓮縣光復鄉","1060630","4G","35"
"花蓮縣","花蓮縣吉安鄉","1060630","2G","25"
"花蓮縣","花蓮縣吉安鄉","1060630","3G","145"
"花蓮縣","花蓮縣吉安鄉","1060630","4G","171"
"花蓮縣","花蓮縣秀林鄉","1060630","2G","29"
"花蓮縣","花蓮縣秀林鄉","1060630","3G","130"
"花蓮縣","花蓮縣秀林鄉","1060630","4G","161"
"花蓮縣","花蓮縣卓溪鄉","1060630","3G","9"
"花蓮縣","花蓮縣卓溪鄉","1060630","4G","20"
"花蓮縣","花蓮縣花蓮市","1060630","2G","47"
"花蓮縣","花蓮縣花蓮市","1060630","3G","246"
"花蓮縣","花蓮縣花蓮市","1060630","4G","290"
"花蓮縣","花蓮縣富里鄉","1060630","2G","10"
"花蓮縣","花蓮縣富里鄉","1060630","3G","41"
"花蓮縣","花蓮縣富里鄉","1060630","4G","60"
"花蓮縣","花蓮縣新城鄉","1060630","2G","16"
"花蓮縣","花蓮縣新城鄉","1060630","3G","88"
"花蓮縣","花蓮縣新城鄉","1060630","4G","105"
"花蓮縣","花蓮縣瑞穗鄉","1060630","2G","10"
"花蓮縣","花蓮縣瑞穗鄉","1060630","3G","53"
"花蓮縣","花蓮縣瑞穗鄉","1060630","4G","65"
"花蓮縣","花蓮縣萬榮鄉","1060630","2G","3"
"花蓮縣","花蓮縣萬榮鄉","1060630","3G","11"
"花蓮縣","花蓮縣萬榮鄉","1060630","4G","12"
"花蓮縣","花蓮縣壽豐鄉","1060630","2G","24"
"花蓮縣","花蓮縣壽豐鄉","1060630","3G","127"
"花蓮縣","花蓮縣壽豐鄉","1060630","4G","175"
"花蓮縣","花蓮縣鳳林鎮","1060630","2G","5"
"花蓮縣","花蓮縣鳳林鎮","1060630","3G","44"
"花蓮縣","花蓮縣鳳林鎮","1060630","4G","55"
"花蓮縣","花蓮縣豐濱鄉","1060630","2G","11"
"花蓮縣","花蓮縣豐濱鄉","1060630","3G","39"
"花蓮縣","花蓮縣豐濱鄉","1060630","4G","50"
"金門縣","金門縣金沙鎮","1060630","2G","1"
"金門縣","金門縣金沙鎮","1060630","3G","19"
"金門縣","金門縣金沙鎮","1060630","4G","28"
"金門縣","金門縣金城鎮","1060630","2G","6"
"金門縣","金門縣金城鎮","1060630","3G","42"
"金門縣","金門縣金城鎮","1060630","4G","46"
"金門縣","金門縣金湖鎮","1060630","2G","10"
"金門縣","金門縣金湖鎮","1060630","3G","62"
"金門縣","金門縣金湖鎮","1060630","4G","72"
"金門縣","金門縣金寧鄉","1060630","2G","4"
"金門縣","金門縣金寧鄉","1060630","3G","45"
"金門縣","金門縣金寧鄉","1060630","4G","54"
"金門縣","金門縣烈嶼鄉","1060630","2G","4"
"金門縣","金門縣烈嶼鄉","1060630","3G","12"
"金門縣","金門縣烈嶼鄉","1060630","4G","15"
"金門縣","金門縣烏坵鄉","1060630","2G","1"
"金門縣","金門縣烏坵鄉","1060630","3G","1"
"金門縣","金門縣烏坵鄉","1060630","4G","2"
"南投縣","南投縣中寮鄉","1060630","2G","5"
"南投縣","南投縣中寮鄉","1060630","3G","47"
"南投縣","南投縣中寮鄉","1060630","4G","66"
"南投縣","南投縣仁愛鄉","1060630","2G","11"
"南投縣","南投縣仁愛鄉","1060630","3G","113"
"南投縣","南投縣仁愛鄉","1060630","4G","133"
"南投縣","南投縣水里鄉","1060630","2G","3"
"南投縣","南投縣水里鄉","1060630","3G","56"
"南投縣","南投縣水里鄉","1060630","4G","71"
"南投縣","南投縣名間鄉","1060630","2G","12"
"南投縣","南投縣名間鄉","1060630","3G","88"
"南投縣","南投縣名間鄉","1060630","4G","108"
"南投縣","南投縣竹山鎮","1060630","2G","22"
"南投縣","南投縣竹山鎮","1060630","3G","152"
"南投縣","南投縣竹山鎮","1060630","4G","186"
"南投縣","南投縣信義鄉","1060630","2G","3"
"南投縣","南投縣信義鄉","1060630","3G","79"
"南投縣","南投縣信義鄉","1060630","4G","88"
"南投縣","南投縣南投市","1060630","2G","26"
"南投縣","南投縣南投市","1060630","3G","203"
"南投縣","南投縣南投市","1060630","4G","253"
"南投縣","南投縣南投市南鄉","1060630","3G","2"
"南投縣","南投縣南投市南鄉","1060630","4G","2"
"南投縣","南投縣南投市草屯鎮","1060630","2G","1"
"南投縣","南投縣埔里鎮","1060630","2G","29"
"南投縣","南投縣埔里鎮","1060630","3G","209"
"南投縣","南投縣埔里鎮","1060630","4G","253"
"南投縣","南投縣草屯鎮","1060630","2G","29"
"南投縣","南投縣草屯鎮","1060630","3G","227"
"南投縣","南投縣草屯鎮","1060630","4G","265"
"南投縣","南投縣國姓鄉","1060630","2G","7"
"南投縣","南投縣國姓鄉","1060630","3G","79"
"南投縣","南投縣國姓鄉","1060630","4G","97"
"南投縣","南投縣魚池鄉","1060630","2G","10"
"南投縣","南投縣魚池鄉","1060630","3G","98"
"南投縣","南投縣魚池鄉","1060630","4G","109"
"南投縣","南投縣鹿谷鄉","1060630","2G","5"
"南投縣","南投縣鹿谷鄉","1060630","3G","74"
"南投縣","南投縣鹿谷鄉","1060630","4G","82"
"南投縣","南投縣集集鎮","1060630","2G","9"
"南投縣","南投縣集集鎮","1060630","3G","38"
"南投縣","南投縣集集鎮","1060630","4G","44"
"屏東縣","屏東縣九如鄉","1060630","2G","3"
"屏東縣","屏東縣九如鄉","1060630","3G","28"
"屏東縣","屏東縣九如鄉","1060630","4G","40"
"屏東縣","屏東縣三地門鄉","1060630","2G","4"
"屏東縣","屏東縣三地門鄉","1060630","3G","15"
"屏東縣","屏東縣三地門鄉","1060630","4G","23"
"屏東縣","屏東縣內埔鄉","1060630","2G","17"
"屏東縣","屏東縣內埔鄉","1060630","3G","99"
"屏東縣","屏東縣內埔鄉","1060630","4G","124"
"屏東縣","屏東縣竹田鄉","1060630","2G","4"
"屏東縣","屏東縣竹田鄉","1060630","3G","25"
"屏東縣","屏東縣竹田鄉","1060630","4G","32"
"屏東縣","屏東縣牡丹鄉","1060630","2G","4"
"屏東縣","屏東縣牡丹鄉","1060630","3G","28"
"屏東縣","屏東縣牡丹鄉","1060630","4G","26"
"屏東縣","屏東縣車城鄉","1060630","2G","12"
"屏東縣","屏東縣車城鄉","1060630","3G","69"
"屏東縣","屏東縣車城鄉","1060630","4G","80"
"屏東縣","屏東縣里港鄉","1060630","2G","4"
"屏東縣","屏東縣里港鄉","1060630","3G","40"
"屏東縣","屏東縣里港鄉","1060630","4G","56"
"屏東縣","屏東縣佳冬鄉","1060630","2G","5"
"屏東縣","屏東縣佳冬鄉","1060630","3G","25"
"屏東縣","屏東縣佳冬鄉","1060630","4G","31"
"屏東縣","屏東縣來義鄉","1060630","3G","7"
"屏東縣","屏東縣來義鄉","1060630","4G","14"
"屏東縣","屏東縣枋山鄉","1060630","2G","3"
"屏東縣","屏東縣枋山鄉","1060630","3G","30"
"屏東縣","屏東縣枋山鄉","1060630","4G","49"
"屏東縣","屏東縣枋寮鄉","1060630","2G","6"
"屏東縣","屏東縣枋寮鄉","1060630","3G","41"
"屏東縣","屏東縣枋寮鄉","1060630","4G","59"
"屏東縣","屏東縣東港鎮","1060630","2G","12"
"屏東縣","屏東縣東港鎮","1060630","3G","69"
"屏東縣","屏東縣東港鎮","1060630","4G","81"
"屏東縣","屏東縣林邊鄉","1060630","2G","2"
"屏東縣","屏東縣林邊鄉","1060630","3G","18"
"屏東縣","屏東縣林邊鄉","1060630","4G","17"
"屏東縣","屏東縣長治鄉","1060630","2G","4"
"屏東縣","屏東縣長治鄉","1060630","3G","54"
"屏東縣","屏東縣長治鄉","1060630","4G","82"
"屏東縣","屏東縣南州鄉","1060630","2G","3"
"屏東縣","屏東縣南州鄉","1060630","3G","24"
"屏東縣","屏東縣南州鄉","1060630","4G","33"
"屏東縣","屏東縣屏東市","1060630","2G","61"
"屏東縣","屏東縣屏東市","1060630","3G","321"
"屏東縣","屏東縣屏東市","1060630","4G","426"
"屏東縣","屏東縣恆春鎮","1060630","2G","15"
"屏東縣","屏東縣恆春鎮","1060630","3G","123"
"屏東縣","屏東縣恆春鎮","1060630","4G","173"
"屏東縣","屏東縣春日鄉","1060630","2G","1"
"屏東縣","屏東縣春日鄉","1060630","3G","7"
"屏東縣","屏東縣春日鄉","1060630","4G","13"
"屏東縣","屏東縣崁頂鄉","1060630","2G","2"
"屏東縣","屏東縣崁頂鄉","1060630","3G","19"
"屏東縣","屏東縣崁頂鄉","1060630","4G","21"
"屏東縣","屏東縣泰武鄉","1060630","2G","1"
"屏東縣","屏東縣泰武鄉","1060630","3G","5"
"屏東縣","屏東縣泰武鄉","1060630","4G","9"
"屏東縣","屏東縣琉球鄉","1060630","2G","6"
"屏東縣","屏東縣琉球鄉","1060630","3G","19"
"屏東縣","屏東縣琉球鄉","1060630","4G","29"
"屏東縣","屏東縣高樹鄉","1060630","2G","6"
"屏東縣","屏東縣高樹鄉","1060630","3G","44"
"屏東縣","屏東縣高樹鄉","1060630","4G","59"
"屏東縣","屏東縣新埤鄉","1060630","2G","6"
"屏東縣","屏東縣新埤鄉","1060630","3G","31"
"屏東縣","屏東縣新埤鄉","1060630","4G","38"
"屏東縣","屏東縣新園鄉","1060630","2G","5"
"屏東縣","屏東縣新園鄉","1060630","3G","49"
"屏東縣","屏東縣新園鄉","1060630","4G","61"
"屏東縣","屏東縣獅子鄉","1060630","2G","4"
"屏東縣","屏東縣獅子鄉","1060630","3G","56"
"屏東縣","屏東縣獅子鄉","1060630","4G","64"
"屏東縣","屏東縣萬丹鄉","1060630","2G","6"
"屏東縣","屏東縣萬丹鄉","1060630","3G","74"
"屏東縣","屏東縣萬丹鄉","1060630","4G","82"
"屏東縣","屏東縣萬巒鄉","1060630","2G","2"
"屏東縣","屏東縣萬巒鄉","1060630","3G","39"
"屏東縣","屏東縣萬巒鄉","1060630","4G","66"
"屏東縣","屏東縣滿州鄉","1060630","2G","10"
"屏東縣","屏東縣滿州鄉","1060630","3G","43"
"屏東縣","屏東縣滿州鄉","1060630","4G","42"
"屏東縣","屏東縣瑪家鄉","1060630","3G","3"
"屏東縣","屏東縣瑪家鄉","1060630","4G","8"
"屏東縣","屏東縣潮州鎮","1060630","2G","12"
"屏東縣","屏東縣潮州鎮","1060630","3G","77"
"屏東縣","屏東縣潮州鎮","1060630","4G","105"
"屏東縣","屏東縣霧臺鄉","1060630","2G","1"
"屏東縣","屏東縣霧臺鄉","1060630","3G","4"
"屏東縣","屏東縣霧臺鄉","1060630","4G","8"
"屏東縣","屏東縣麟洛鄉","1060630","2G","3"
"屏東縣","屏東縣麟洛鄉","1060630","3G","25"
